Ref Manip,,,,,,Chambre consignes,,Ambiant,,,,Temps,,,Cryostat,,,,Substrat,,Goutte,,,,Camera,,,,,,,,Geometrical data,,,,,,,,time_calc,,,,Real values,,
date,serie,completed,completed_2,etat,lieu,Ta,phi,Ta_int,Ta_ext,phi_int,phi_ext,t_nuc_mes,t_end_mes,t_dif_mes,ref_therm,Tc_sta,Tc_set,Tc_nuc,alpha,ref,n_freezing,type,insulation,capillaire_ref,mire,fps,exp,delay,Remarques,del_exp_real,fps_real,px_mm,ca_left,ca_right,symmetrical,v_theo,v_theo_mm,z0,rc,r0,t_nuc_calc,t_ref_calc,t_end_calc,t_dif_calc,z_r_ratio,t_dif_calc_usi,Delta_t_dif_mes_calc
dd-mm-yyyy,int,bool,bool,"(0, 1, 2, 3)",Dans la chambre : 1 sinon 0,°C,%,°C,°C,%,%,mm:ss,mm:ss,mm:ss,,°C,°C,°C,°,None,None,None,Bool,None,Bool,i/s,ms,ms,None,ms,i/s,px/m,°,°,bool,px**3,mm^3,px,px,px,frame,frame,frame,frame,1,mm:ss,mm:ss
29-03-2018,1,TRUE,1,1,0,NaN,NaN,NaN,"22,3",NaN,"41,8",NaN,02'03'',NaN,Tw-10,"-10,0","-10,0","-10,0","0,0",Cu20b,1,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",146500,47,42,Oui,"67431932,21","21,45",202,524,446,103,98,161,58,"0,45",00'29'',NaN
29-03-2018,2,FALSE,0,0,0,NaN,NaN,NaN,"22,7",NaN,"41,9",NaN,03'45'',NaN,qw2,"-10,0","10,0","7,9","0,0",Cu20b,1,b,Non,,,"1,00",RAS,RAS,Etallement,NaN,"1,00",,,,,0,"0,00",,,,68,,162,94,#DIV/0!,01'34'',NaN
29-03-2018,3,FALSE,0,0,0,NaN,NaN,NaN,"22,4",NaN,"39,1",NaN,NaN,NaN,Tw-10,"-10,0","-10,0","-10,0","0,0",Cu20b,1,a,Non,,,"1,00",RAS,RAS,"Givrage dès la dépose (mauvais dégèle ?)
Non-axi",NaN,"1,00",,,,,0,"0,00",,,,107,,158,51,#DIV/0!,00'51'',NaN
29-03-2018,4,FALSE,0,4,0,NaN,NaN,NaN,"22,4",NaN,"39,1",NaN,02'51'',NaN,qw2,"-10,0","10,0","7,7","0,0",Cu20b,1,b,Non,,,"1,00",RAS,RAS,Translation caméra + mvt light,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
29-03-2018,5,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,"37,9",NaN,17'51'',NaN,qw2,"10,0","-10,0","-10,0","0,0",Cu20b,1,a,Non,,,"1,00",RAS,RAS,"non-axi
étallement perpendiculaire à la vue de face",NaN,"1,00",,,,,0,"0,00",,,,147,,159,12,#DIV/0!,00'12'',NaN
29-03-2018,6,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,"37,7",NaN,03'20'',NaN,qw2,"-10,0","10,0",NaN,"0,0",Cu20b,1,b,Non,,,"1,00",RAS,RAS,"non-axi
étallement",NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
29-03-2018,7,FALSE,0,0,0,NaN,NaN,NaN,"22,0",NaN,"39,5",NaN,16'19'',NaN,qw2,"10,0","-10,0","-10,0","0,0",Cu20b,1,a,Non,,,"1,00",RAS,RAS,Etallement,NaN,"1,00",,,,,0,"0,00",,,,136,132,151,15,#DIV/0!,00'15'',NaN
29-03-2018,8,FALSE,0,0,0,NaN,NaN,NaN,"22,0",NaN,"39,0",NaN,03'15'',NaN,qw2,"-10,0","10,0","7,9","0,0",Cu20b,1,b,Non,,,"1,00",RAS,RAS,Etallement,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
29-03-2018,9,TRUE,1,1,0,NaN,NaN,NaN,"22,2",NaN,"38,4",NaN,13'29'',NaN,qw2,"10,0","-10,0","-10,0","0,0",Cu10a,1,a,Non,,,"1,00",RAS,RAS,,NaN,"1,00",129400,88,82,Oui,"53692830,19","24,78",262,369,328,117,116,160,43,"0,80",00'43'',NaN
29-03-2018,10,FALSE,0,0,0,NaN,NaN,NaN,"22,6",NaN,"39,2",NaN,04'13'',NaN,qw2,"-10,0","10,0","8,0","0,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
29-03-2018,11,TRUE,1,1,0,NaN,NaN,NaN,"22,2",NaN,"38,2",NaN,17'32'',NaN,qw2,"10,0","-10,0","-10,0","0,0",Cu10a,2,a,Non,,,"1,00",RAS,RAS,,NaN,"1,00",129400,84,79,Oui,"57262015,07","26,43",261,378,342,130,129,162,32,"0,76",00'32'',NaN
29-03-2018,12,FALSE,0,0,0,NaN,NaN,NaN,"22,6",NaN,"38,0",NaN,04'05'',NaN,qw2,"-10,0","10,0","8,0","0,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
30-03-2018,1,FALSE,0,4,0,NaN,NaN,NaN,"22,6",NaN,"34,5",NaN,01'47'',NaN,Tw-10,"-10,0","-10,0","-10,0","0,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,"La goutte n'est pas centrée
Givrage très rapide -- des germes sont surement présent suite à un précédent givrage raté --",NaN,"2,00",,,,,0,"0,00",,,,59,,161,102,#DIV/0!,00'51'',NaN
30-03-2018,2,FALSE,0,4,0,NaN,NaN,NaN,"23,2",NaN,"34,1",NaN,05'40'',NaN,qw2,"-10,0","10,0","8,0","0,0",Cu10a,1,b,Non,,,"2,00",RAS,RAS,"Déplacement cam1 + refocus pour centrer la goutte
Etallement vers l'avant de la goutte
Seulement la fin est enregistrée",NaN,"2,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
30-03-2018,3,TRUE,1,1,0,NaN,NaN,NaN,"23,7",NaN,"32,4",NaN,15'09'',NaN,qw2,"10,0","-10,0","-9,6","0,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,non-axi,NaN,"2,00",134600,50,50,Non,"52580513,71","21,56",194,433,400,122,121,161,39,"0,49",00'20'',NaN
30-03-2018,4,FALSE,0,4,0,NaN,NaN,NaN,"23,2",NaN,"33,0",NaN,03'45'',NaN,qw2,"-10,0","10,0","7,1","0,0",Cu10a,1,b,Non,,,"2,00",RAS,RAS,Pas le début ni la fin ,NaN,"2,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
30-03-2018,5,TRUE,1,1,0,NaN,NaN,NaN,"23,8",NaN,"31,7",NaN,14'01'',NaN,qw2,"10,0","-10,0","-9,6","0,0",Cu10a,2,a,Non,,,"2,00",RAS,RAS,non-axi,NaN,"2,00",131400,51,51,Non,"50587510,37","22,30",193,427,393,119,114,162,43,"0,49",00'22'',NaN
30-03-2018,6,FALSE,0,0,0,NaN,NaN,NaN,"23,4",NaN,"30,9",02'00'',NaN,NaN,qw2,"-10,0","10,0","7,2","0,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,non-axi,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
30-03-2018,7,TRUE,1,1,0,NaN,NaN,NaN,"23,7",NaN,"30,9",13'34'',13'53'',00'19'',qw2,"10,0","-10,0","-9,4","10,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,"Non symétrique
Récul cam1 pour agrandir le champ + refocus",NaN,"2,00",88650,45,41,Non,"15223523,4","21,85",108,293,293,116,111,158,42,"0,37",00'21'',59'58''
30-03-2018,8,FALSE,0,0,0,NaN,NaN,NaN,"22,8",NaN,"31,8",02'04'',03'44'',01'40'',qw2,"-10,0","10,0","7,3","10,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,"Non symétrique
léger étallement",NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
06-04-2018,1,TRUE,1,1,0,NaN,NaN,NaN,"27,5",NaN,NaN,NaN,19'14'',NaN,qw3,"10,0","-20,0","-12,5","10,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,"Il fait très chaud car C.C. allumée à côté.
Test hydromètre dans la chambre.",NaN,"2,00",50000,75,50,Oui,"7620962,376","60,97",106,241,205,118,117,158,40,"0,52",00'20'',NaN
06-04-2018,2,FALSE,0,0,0,NaN,NaN,NaN,"28,0",NaN,NaN,NaN,NaN,NaN,qw3,"-20,0","10,0","8,9","10,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,"Il fait très chaud car C.C. allumée à côté.
Test hydromètre dans la chambre.",NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
06-04-2018,3,TRUE,1,1,0,NaN,NaN,NaN,"28,5",NaN,NaN,18'22'',18'47'',00'25'',qw1,"10,0","-15,0","-11,9","10,0",Cu10a,2,a,Non,,,"2,00",RAS,RAS,"Il fait très chaud car C.C. allumée à côté.
Test hydromètre dans la chambre.",NaN,"2,00",68180,66,48,Oui,"7269613,984","22,94",105,240,201,105,100,158,53,"0,52",00'27'',59'57''
06-04-2018,4,FALSE,0,0,0,NaN,NaN,NaN,"28,8",NaN,NaN,03'10'',04'47'',01'37'',qw1,"-15,0","10,0","8,9","10,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,"Il fait très chaud car C.C. allumée à côté.
Test hydromètre dans la chambre.",NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
06-04-2018,5,TRUE,1,1,0,NaN,NaN,NaN,"27,5",NaN,"33,1",17'00'',17'24'',00'24'',qw1,"10,0","-15,0","-11,0","10,0",Cu10a,3,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",68180,67,47,Oui,"7364439,294","23,24",107,241,200,91,86,159,68,"0,54",00'34'',59'50''
06-04-2018,6,FALSE,0,0,0,NaN,NaN,NaN,"27,3",NaN,"33,6",00:03:06,04'38'',01'32'',qw1,"-15,0","10,0","8,9","10,0",Cu10a,3,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
06-04-2018,7,TRUE,1,1,0,NaN,NaN,NaN,"25,9",NaN,"37,4",17'00'',17'38'',00'38'',qw1,"10,0","-15,0","-11,0","20,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,J'ai fait une trace sur le substrat en l'attrapant alors qu'il allait tomber,NaN,"2,00",80430,61,47,Oui,"10876193,77","20,90",120,251,230,84,80,159,75,"0,52",00'38'',00'01''
06-04-2018,8,FALSE,0,0,0,NaN,NaN,NaN,"25,3",NaN,"38,1",03'03'',04'29'',01'26'',qw1,"-15,0","10,0","8,9","20,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
06-04-2018,9,FALSE,0,0,0,NaN,NaN,NaN,"25,8",NaN,"37,6",17'50'',18'15'',00'25'',qw1,"10,0","-15,0","-12,0","20,0",Cu10a,2,a,Non,,,"2,00",RAS,RAS,Etallement entre la fin du dégèle et le début du givrage,NaN,"2,00",,43,19,,0,"0,00",,,,107,106,151,44,#DIV/0!,00'22'',00'03''
06-04-2018,10,FALSE,0,0,0,NaN,NaN,NaN,"25,2",NaN,"38,3",03'10'',04'14'',01'04'',qw1,"-15,0","10,0","8,9","20,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
06-04-2018,11,TRUE,1,1,0,NaN,NaN,NaN,"24,8",NaN,"37,3",NaN,19'43'',NaN,qw2,"10,0","-10,0","-9,9","20,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,"Rotation du substrat pour changer le point ou la goutte est posée
Plus long car mauvais réglage --> -10°C et non -15°c",NaN,"2,00",81130,65,49,Oui,"12314396,03","23,06",129,250,235,94,89,160,66,"0,55",00'33'',NaN
06-04-2018,12,FALSE,0,0,0,NaN,NaN,NaN,"24,7",NaN,"38,2",02'14'',03'30'',01'16'',qw2,"-10,0","10,0","8,2","20,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
06-04-2018,13,FALSE,0,0,0,NaN,NaN,NaN,"25,6",NaN,"37,2",NaN,16'03'',NaN,qw1,"10,0","-15,0","-10,0","20,0",Cu10a,2,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",,,,,0,"0,00",,,,112,,161,49,#DIV/0!,00'25'',NaN
06-04-2018,14,FALSE,0,0,0,NaN,NaN,NaN,"24,8",NaN,"37,8",02'18'',03'40'',01'22'',qw1,"-15,0","10,0","8,3","20,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
09-04-2018,1,TRUE,1,0,0,NaN,NaN,NaN,"25,2",NaN,"40,4",17'20'',18'13'',00'53'',qw1,"10,0","-15,0","-12,5","30,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",76120,89,61,Oui,"10696663,79","24,25",143,225,202,59,54,147,88,"0,71",00'44'',00'09''
09-04-2018,2,FALSE,0,0,0,NaN,NaN,NaN,"25,2",NaN,"40,8",03'29'',04'30'',01'01'',qw1,"-15,0","10,0","9,0","30,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,Etalement,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
09-04-2018,3,FALSE,0,0,0,NaN,NaN,NaN,"25,5",NaN,"39,3",17'00'',17'28'',00'28'',qw1,"10,0","-15,0","-11,5","30,0",Cu10a,2,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",,,,,0,"0,00",,,,107,,159,52,#DIV/0!,00'26'',00'02''
09-04-2018,4,FALSE,0,0,0,NaN,NaN,NaN,"25,0",NaN,"39,4",03'20'',04'29'',01'09'',qw1,"-15,0","10,0","8,8","30,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,Léger glissement,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
10-04-2018,1,TRUE,1,1,0,NaN,NaN,NaN,"25,3",NaN,"35,6",21'26'',22'00'',00'34'',qw2,"10,0","-10,0","-10,0","30,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",80670,66,47,Oui,"11442877,91","21,80",127,236,228,96,91,164,68,"0,56",00'34'',00'00''
10-04-2018,2,FALSE,0,0,0,NaN,NaN,NaN,"24,7",NaN,"35,9",02'30'',03'32'',01'02'',qw2,"-10,0","10,0","8,6","30,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
10-04-2018,3,TRUE,1,1,0,NaN,NaN,NaN,"25,8",NaN,"33,7",NaN,17'02'',NaN,qw1,"10,0","-15,0",NaN,"30,0",Cu10a,2,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",80700,37,7,Non,"22033505,62","41,92",88,427,396,111,106,146,35,"0,22",00'18'',NaN
10-04-2018,4,FALSE,0,0,0,NaN,NaN,NaN,"25,4",NaN,"34,4",03'26'',04'17'',00'51'',qw1,"-15,0","10,0","8,7","30,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
10-04-2018,5,FALSE,0,0,0,NaN,NaN,NaN,"24,8",NaN,"30,3",NaN,17'14'',NaN,qw1,"10,0","-15,0",NaN,"30,0",Cu10a,1,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",,,,,0,"0,00",,,,92,,133,41,#DIV/0!,00'21'',NaN
10-04-2018,6,FALSE,0,0,0,NaN,NaN,NaN,"23,8",NaN,"31,0",03'17'',04'26'',01'09'',qw1,"-15,0","10,0","8,9","30,0",Cu10a,1,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
10-04-2018,7,FALSE,0,0,0,NaN,NaN,NaN,"25,1",NaN,"30,6",NaN,16'09'',NaN,qw1,"10,0","-15,0",NaN,"30,0",Cu10a,2,a,Non,,,"2,00",RAS,RAS,,NaN,"2,00",,,,,0,"0,00",,,,97,,131,34,#DIV/0!,00'17'',NaN
10-04-2018,8,FALSE,0,0,0,NaN,NaN,NaN,"24,6",NaN,"31,4",03'12'',04'07'',00'55'',qw1,"-15,0","10,0","9,0","30,0",Cu10a,2,b,Non,,,"1,00",RAS,RAS,,NaN,"1,00",,,,,0,"0,00",,,,,,,0,#DIV/0!,00'00'',NaN
