10,112	94,850
10,015	42,787
19,892	30,626
29,963	23,786
39,840	18,845
50,008	15,520
59,595	12,670
69,666	10,105
71,409	10,105
79,930	12,195
90,001	14,475
91,938	14,855
94,649	17,135
94,649	20,365
94,746	60,173
94,843	94,850
